surr_key_Weather_info,Weather_Category,Rain_Intensity,Is_Rainy,temp_range
1330,Sunny,No Rain,False,5.0
1331,Sunny,No Rain,False,11.6
1332,Sunny,No Rain,False,8.9
1333,Normal,No Rain,False,5.5
1334,Normal,No Rain,False,5.199999999999999
1335,Sunny,No Rain,False,6.300000000000001
1336,Sunny,Moderate Rain,True,4.0
1337,Sunny,No Rain,False,4.6
1338,Sunny,No Rain,False,7.8
1339,Sunny,No Rain,False,6.4
1340,Sunny,No Rain,False,8.8
1341,Normal,No Rain,False,6.700000000000001
1342,Sunny,No Rain,False,8.7
1343,Sunny,Light Rain,True,8.0
1344,Sunny,Light Rain,True,7.700000000000001
1345,Sunny,Light Rain,True,7.999999999999999
1346,Sunny,Moderate Rain,True,8.8
1347,Sunny,Moderate Rain,True,6.200000000000001
1348,Sunny,Moderate Rain,True,5.799999999999999
1349,Sunny,Light Rain,True,7.1000000000000005
1350,Normal,Moderate Rain,True,8.899999999999999
1351,Sunny,No Rain,False,7.6
1352,Sunny,Light Rain,True,6.400000000000002
1353,Sunny,No Rain,False,3.5999999999999996
1354,Sunny,Light Rain,True,4.900000000000002
1355,Normal,Light Rain,True,5.600000000000001
1356,Sunny,No Rain,False,6.400000000000002
1357,Normal,Heavy Rain,True,2.1999999999999993
1358,Sunny,Moderate Rain,True,4.4
1359,Sunny,Moderate Rain,True,6.6
1360,Sunny,Moderate Rain,True,9.899999999999999
1361,Sunny,Heavy Rain,True,9.1
1362,Sunny,No Rain,False,6.1
1363,Sunny,No Rain,False,10.299999999999999
1364,Sunny,Light Rain,True,3.6999999999999993
1365,Sunny,Moderate Rain,True,4.699999999999999
1366,Normal,Moderate Rain,True,4.7
1367,Sunny,Moderate Rain,True,6.6000000000000005
1368,Normal,Moderate Rain,True,4.499999999999999
1369,Normal,Light Rain,True,5.500000000000001
1370,Normal,No Rain,False,6.1
1371,Normal,No Rain,False,5.299999999999999
1372,Sunny,No Rain,False,4.9
1373,Sunny,No Rain,False,5.3
1374,Sunny,Moderate Rain,True,8.9
1375,Sunny,Light Rain,True,3.8999999999999995
1376,Sunny,No Rain,False,4.6
1377,Normal,Light Rain,True,8.2
1378,Normal,Heavy Rain,True,4.5
1379,Sunny,No Rain,False,3.2
1380,Sunny,Light Rain,True,7.000000000000001
1381,Normal,No Rain,False,3.4000000000000004
1382,Normal,Light Rain,True,3.5
1383,Sunny,No Rain,False,6.0
1384,Sunny,No Rain,False,5.3999999999999995
1385,Sunny,No Rain,False,7.700000000000001
1386,Sunny,No Rain,False,10.3
1387,Sunny,No Rain,False,7.199999999999999
1388,Sunny,Light Rain,True,3.7
1389,Sunny,No Rain,False,5.8999999999999995
1390,Sunny,Light Rain,True,7.0
1391,Normal,Light Rain,True,3.5
1392,Sunny,No Rain,False,6.3
1393,Sunny,No Rain,False,6.3999999999999995
1394,Sunny,Light Rain,True,6.5
1395,Sunny,No Rain,False,6.300000000000001
1396,Normal,No Rain,False,9.8
1397,Normal,Moderate Rain,True,3.1999999999999993
1398,Normal,No Rain,False,5.3
1399,Sunny,No Rain,False,7.1
1400,Sunny,Light Rain,True,4.2
1401,Sunny,Light Rain,True,3.9
1402,Sunny,Heavy Rain,True,4.8
1403,Sunny,Light Rain,True,4.199999999999999
1404,Windy,Light Rain,True,10.2
1405,Sunny,No Rain,False,2.8000000000000007
1406,Sunny,Light Rain,True,3.1000000000000014
1407,Sunny,No Rain,False,7.0
1408,Normal,No Rain,False,3.3000000000000007
1409,Sunny,Light Rain,True,3.3
1410,Normal,Light Rain,True,4.2
1411,Normal,Moderate Rain,True,3.499999999999999
1412,Sunny,Moderate Rain,True,4.0
1413,Normal,Moderate Rain,True,3.6000000000000005
1414,Normal,Heavy Rain,True,2.5999999999999996
1415,Sunny,Light Rain,True,3.7
1416,Sunny,No Rain,False,4.9
1417,Normal,Light Rain,True,9.1
1418,Windy,Light Rain,True,2.0999999999999996
1419,Normal,Moderate Rain,True,3.0999999999999996
1420,Normal,Light Rain,True,6.0
1421,Sunny,No Rain,False,6.2
1422,Sunny,No Rain,False,5.4
1423,Normal,No Rain,False,4.7
1424,Normal,Light Rain,True,5.0
1425,Normal,Moderate Rain,True,4.5
1426,Cold and Rainy,Heavy Rain,True,3.1000000000000005
1427,Cold and Rainy,Moderate Rain,True,3.7
1428,Cold and Rainy,Moderate Rain,True,8.6
1429,Windy,Heavy Rain,True,3.6000000000000005
1430,Normal,Light Rain,True,3.0999999999999996
1431,Normal,Moderate Rain,True,4.3999999999999995
1432,Normal,Light Rain,True,2.5
1433,Normal,No Rain,False,2.8000000000000007
1434,Sunny,No Rain,False,4.5
1435,Normal,No Rain,False,7.800000000000001
1436,Normal,No Rain,False,6.7
1437,Sunny,No Rain,False,3.2
1438,Sunny,No Rain,False,4.8
1439,Normal,No Rain,False,4.5
1440,Normal,Light Rain,True,3.1999999999999997
1441,Normal,Moderate Rain,True,8.1
1442,Normal,Light Rain,True,11.2
1443,Windy,Moderate Rain,True,6.2
1444,Sunny,No Rain,False,5.5
1445,Sunny,No Rain,False,4.199999999999999
1446,Normal,Light Rain,True,9.9
1447,Normal,No Rain,False,4.0
1448,Normal,No Rain,False,3.9
1449,Sunny,No Rain,False,6.9
1450,Cold and Rainy,Heavy Rain,True,4.5
1451,Sunny,Moderate Rain,True,5.9
1452,Normal,Light Rain,True,9.1
1453,Normal,Heavy Rain,True,4.699999999999999
1454,Normal,Light Rain,True,0.8000000000000007
1455,Normal,Moderate Rain,True,3.0999999999999996
1456,Normal,Heavy Rain,True,4.6000000000000005
1457,Normal,Light Rain,True,3.4
1458,Sunny,No Rain,False,3.7
1459,Sunny,No Rain,False,4.5
1460,Normal,No Rain,False,3.0999999999999996
1461,Cold and Rainy,Heavy Rain,True,7.0
1462,Cold and Rainy,Heavy Rain,True,3.3
1463,Normal,Light Rain,True,3.5
1464,Normal,Moderate Rain,True,3.8000000000000003
1465,Normal,Light Rain,True,3.2
1466,Normal,Light Rain,True,4.6
1467,Normal,Light Rain,True,4.199999999999999
1468,Normal,Moderate Rain,True,4.5
1469,Normal,Heavy Rain,True,2.5
1470,Normal,Light Rain,True,1.2999999999999998
1471,Windy,Moderate Rain,True,4.5
1472,Cold and Rainy,Heavy Rain,True,5.800000000000001
1473,Sunny,Light Rain,True,1.5
1474,Cold and Rainy,Heavy Rain,True,3.0999999999999996
1475,Normal,Light Rain,True,2.0
1476,Normal,Moderate Rain,True,2.4000000000000004
1477,Normal,Light Rain,True,5.199999999999999
1478,Sunny,No Rain,False,5.2
1479,Normal,Moderate Rain,True,10.1
1480,Windy,Heavy Rain,True,2.700000000000001
1481,Normal,Heavy Rain,True,1.5999999999999996
1482,Sunny,No Rain,False,3.9000000000000004
1483,Normal,Light Rain,True,3.4000000000000004
1484,Normal,Moderate Rain,True,3.1000000000000005
1485,Sunny,Light Rain,True,2.3
1486,Sunny,Light Rain,True,3.4000000000000004
1487,Sunny,No Rain,False,3.5
1488,Sunny,Light Rain,True,4.0
1489,Sunny,Light Rain,True,3.2
1490,Sunny,Light Rain,True,5.9
1491,Cold and Rainy,Heavy Rain,True,3.0
1492,Cold and Rainy,Heavy Rain,True,2.6
1493,Cold and Rainy,Heavy Rain,True,7.9
1494,Windy,Moderate Rain,True,5.4
1495,Windy,Heavy Rain,True,3.1000000000000005
1496,Normal,Moderate Rain,True,5.0
1497,Sunny,Heavy Rain,True,2.8
1498,Sunny,Moderate Rain,True,2.4
1499,Cold and Rainy,Moderate Rain,True,5.699999999999999
1500,Sunny,Light Rain,True,4.7
1501,Sunny,No Rain,False,6.699999999999999
1502,Normal,No Rain,False,5.3
1503,Sunny,No Rain,False,4.4
1504,Normal,No Rain,False,5.1000000000000005
1505,Normal,Light Rain,True,3.9000000000000004
1506,Normal,Light Rain,True,4.3
1507,Normal,No Rain,False,3.2
1508,Normal,Moderate Rain,True,4.6
1509,Sunny,No Rain,False,5.699999999999999
1510,Sunny,No Rain,False,7.9
1511,Sunny,No Rain,False,6.6
1512,Normal,No Rain,False,3.8999999999999995
1513,Sunny,No Rain,False,4.6
1514,Sunny,No Rain,False,2.6
1515,Sunny,No Rain,False,6.800000000000001
1516,Normal,Light Rain,True,6.7
1517,Sunny,No Rain,False,4.800000000000001
1518,Sunny,No Rain,False,4.7
1519,Sunny,No Rain,False,5.699999999999999
1520,Sunny,No Rain,False,5.800000000000001
1521,Sunny,No Rain,False,7.8999999999999995
1522,Sunny,No Rain,False,7.1
1523,Sunny,No Rain,False,7.800000000000001
1524,Cold and Rainy,Moderate Rain,True,2.2
1525,Normal,Light Rain,True,6.3
1526,Normal,No Rain,False,6.8
1527,Sunny,Light Rain,True,8.8
1528,Sunny,Light Rain,True,5.699999999999999
1529,Sunny,No Rain,False,6.9
1530,Sunny,No Rain,False,5.300000000000001
1531,Sunny,Light Rain,True,6.9
1532,Sunny,Light Rain,True,5.800000000000001
1533,Normal,Light Rain,True,3.8
1534,Sunny,Light Rain,True,6.7
1535,Windy,Heavy Rain,True,5.4
1536,Windy,Moderate Rain,True,4.2
1537,Windy,Moderate Rain,True,1.2000000000000002
1538,Sunny,Light Rain,True,5.0
1539,Cold and Rainy,Moderate Rain,True,3.9
1540,Cold and Rainy,Heavy Rain,True,3.1999999999999997
1541,Cold and Rainy,Heavy Rain,True,6.6000000000000005
1542,Cold and Rainy,Moderate Rain,True,3.9999999999999996
1543,Sunny,Light Rain,True,5.2
1544,Sunny,Light Rain,True,8.3
1545,Sunny,No Rain,False,7.0
1546,Sunny,Light Rain,True,4.199999999999999
1547,Normal,Light Rain,True,8.9
1548,Normal,Light Rain,True,4.3
1549,Sunny,Light Rain,True,5.499999999999999
1550,Sunny,Light Rain,True,8.3
1551,Sunny,No Rain,False,9.1
1552,Sunny,No Rain,False,9.6
1553,Sunny,Moderate Rain,True,9.3
1554,Normal,Moderate Rain,True,4.5
1555,Sunny,Heavy Rain,True,5.0
1556,Sunny,Moderate Rain,True,4.4
1557,Sunny,Moderate Rain,True,4.6
1558,Sunny,Moderate Rain,True,6.9
1559,Sunny,Light Rain,True,6.8999999999999995
1560,Sunny,No Rain,False,8.2
1561,Normal,Light Rain,True,5.1000000000000005
1562,Normal,Light Rain,True,3.4000000000000004
1563,Sunny,No Rain,False,8.700000000000001
1564,Sunny,Light Rain,True,6.0
1565,Normal,Light Rain,True,7.699999999999999
1566,Windy,Light Rain,True,4.000000000000001
1567,Normal,Heavy Rain,True,3.8
1568,Sunny,Moderate Rain,True,5.8
1569,Cold and Rainy,Heavy Rain,True,8.1
1570,Cold and Rainy,Heavy Rain,True,5.199999999999999
1571,Cold and Rainy,Heavy Rain,True,4.800000000000001
1572,Sunny,Moderate Rain,True,5.800000000000001
1573,Sunny,Moderate Rain,True,5.300000000000001
1574,Sunny,Moderate Rain,True,4.9
1575,Sunny,No Rain,False,7.2
1576,Sunny,Light Rain,True,5.699999999999999
1577,Sunny,No Rain,False,8.5
1578,Sunny,No Rain,False,11.1
1579,Normal,Moderate Rain,True,2.5
1580,Sunny,Light Rain,True,6.4
1581,Sunny,Light Rain,True,5.499999999999999
1582,Normal,Light Rain,True,5.3
1583,Sunny,No Rain,False,9.5
1584,Sunny,No Rain,False,9.100000000000001
1585,Sunny,Light Rain,True,5.199999999999999
1586,Sunny,Heavy Rain,True,5.299999999999999
1587,Sunny,Moderate Rain,True,9.5
1588,Sunny,Moderate Rain,True,10.5
1589,Normal,Light Rain,True,9.399999999999999
1590,Sunny,Heavy Rain,True,6.3
1591,Normal,Light Rain,True,5.0
1592,Sunny,Moderate Rain,True,12.200000000000001
1593,Normal,No Rain,False,7.199999999999999
1594,Normal,Light Rain,True,4.9
1595,Sunny,No Rain,False,6.8
1596,Normal,No Rain,False,4.4
1597,Sunny,No Rain,False,5.300000000000001
1598,Sunny,No Rain,False,9.9
1599,Sunny,Light Rain,True,5.200000000000001
1600,Sunny,No Rain,False,6.9
1601,Sunny,Light Rain,True,4.300000000000001
1602,Sunny,Light Rain,True,6.1000000000000005
1603,Sunny,Moderate Rain,True,5.9
1604,Sunny,No Rain,False,11.3
1605,Sunny,No Rain,False,10.7
1606,Sunny,Light Rain,True,5.999999999999999
1607,Sunny,No Rain,False,7.6
1608,Sunny,Light Rain,True,7.5
1609,Sunny,No Rain,False,12.299999999999999
1610,Normal,Light Rain,True,5.8
1611,Sunny,Moderate Rain,True,4.1
1612,Sunny,No Rain,False,7.3999999999999995
1613,Sunny,Light Rain,True,9.100000000000001
1614,Sunny,Heavy Rain,True,4.200000000000001
1615,Sunny,No Rain,False,7.9
1616,Normal,Moderate Rain,True,4.6
1617,Sunny,No Rain,False,3.700000000000001
1618,Normal,Light Rain,True,6.5
1619,Sunny,Moderate Rain,True,5.199999999999999
1620,Sunny,Light Rain,True,5.200000000000001
1621,Sunny,Moderate Rain,True,10.1
1622,Sunny,Light Rain,True,5.700000000000001
1623,Sunny,Moderate Rain,True,4.4
1624,Sunny,Moderate Rain,True,3.9000000000000004
1625,Sunny,Light Rain,True,6.700000000000001
1626,Sunny,No Rain,False,11.299999999999999
1627,Normal,No Rain,False,4.4
1628,Sunny,No Rain,False,4.399999999999999
1629,Sunny,Light Rain,True,7.200000000000001
1630,Normal,Moderate Rain,True,5.6
1631,Sunny,Heavy Rain,True,4.700000000000001
1632,Sunny,Moderate Rain,True,3.6999999999999993
1633,Sunny,Heavy Rain,True,7.999999999999999
1634,Sunny,Light Rain,True,10.5
1635,Sunny,No Rain,False,9.7
1636,Windy,Heavy Rain,True,2.1000000000000014
1637,Normal,Heavy Rain,True,2.799999999999999
1638,Sunny,No Rain,False,7.9
1639,Normal,Moderate Rain,True,7.1000000000000005
1640,Sunny,Heavy Rain,True,6.700000000000001
1641,Sunny,Light Rain,True,6.6
1642,Sunny,Moderate Rain,True,4.899999999999999
1643,Sunny,Heavy Rain,True,4.700000000000001
1644,Sunny,Heavy Rain,True,5.4
1645,Sunny,Heavy Rain,True,5.699999999999999
1646,Sunny,Heavy Rain,True,6.4
1647,Sunny,Heavy Rain,True,5.299999999999999
1648,Sunny,Light Rain,True,8.0
1649,Sunny,Light Rain,True,8.600000000000001
1650,Sunny,Moderate Rain,True,9.5
1651,Sunny,Light Rain,True,4.6
1652,Sunny,Light Rain,True,6.699999999999999
1653,Normal,Moderate Rain,True,4.6
1654,Normal,Light Rain,True,5.4
1655,Sunny,Light Rain,True,6.300000000000001
1656,Sunny,Light Rain,True,6.1
1657,Sunny,Moderate Rain,True,4.300000000000001
1658,Sunny,No Rain,False,5.100000000000001
1659,Sunny,Light Rain,True,4.800000000000001
1660,Sunny,Heavy Rain,True,4.899999999999999
1661,Sunny,Light Rain,True,7.2
1662,Sunny,Moderate Rain,True,8.5
1663,Normal,Heavy Rain,True,6.199999999999999
1664,Sunny,Light Rain,True,4.0
1665,Sunny,Light Rain,True,5.200000000000001
1666,Sunny,Light Rain,True,4.0
1667,Normal,Moderate Rain,True,3.1000000000000014
1668,Sunny,Moderate Rain,True,6.699999999999999
1669,Sunny,No Rain,False,10.600000000000001
1670,Normal,No Rain,False,7.9
1671,Sunny,Light Rain,True,6.1
1672,Sunny,Moderate Rain,True,6.300000000000001
1673,Sunny,Light Rain,True,5.4
1674,Sunny,Light Rain,True,4.899999999999999
1675,Sunny,No Rain,False,8.7
1676,Sunny,No Rain,False,11.5
1677,Sunny,Moderate Rain,True,5.700000000000001
1678,Normal,Heavy Rain,True,3.700000000000001
1679,Sunny,Moderate Rain,True,6.599999999999998
1680,Sunny,Light Rain,True,5.000000000000002
1681,Sunny,No Rain,False,9.700000000000001
1682,Sunny,Light Rain,True,9.5
1683,Normal,Heavy Rain,True,2.3000000000000007
1684,Normal,Heavy Rain,True,2.1999999999999993
1685,Sunny,Moderate Rain,True,5.599999999999998
1686,Normal,Heavy Rain,True,2.1999999999999993
1687,Sunny,Moderate Rain,True,5.399999999999999
1688,Sunny,Light Rain,True,9.200000000000001
1689,Sunny,Light Rain,True,5.699999999999999
1690,Sunny,Heavy Rain,True,5.100000000000001
1691,Sunny,Moderate Rain,True,6.799999999999999
1692,Sunny,Heavy Rain,True,7.1
1693,Sunny,Heavy Rain,True,4.1
1694,Sunny,No Rain,False,4.799999999999999
1695,Sunny,Light Rain,True,8.3
1696,Sunny,Light Rain,True,7.7
1697,Normal,Moderate Rain,True,2.5999999999999996
1698,Sunny,Light Rain,True,5.9
1699,Sunny,Moderate Rain,True,5.699999999999999
1700,Normal,Heavy Rain,True,7.500000000000001
1701,Sunny,Light Rain,True,3.9000000000000004
1702,Sunny,Light Rain,True,5.0
1703,Sunny,Heavy Rain,True,3.9000000000000004
1704,Sunny,No Rain,False,6.6
1705,Sunny,No Rain,False,8.5
1706,Sunny,No Rain,False,7.800000000000001
1707,Normal,Light Rain,True,3.0
1708,Sunny,No Rain,False,3.0
1709,Sunny,Light Rain,True,3.9000000000000004
1710,Normal,Light Rain,True,4.100000000000001
1711,Normal,Moderate Rain,True,4.5
1712,Sunny,No Rain,False,7.299999999999999
1713,Sunny,No Rain,False,13.0
1714,Sunny,No Rain,False,12.5
1715,Sunny,Light Rain,True,11.099999999999998
1716,Sunny,Light Rain,True,5.0
1717,Sunny,Heavy Rain,True,3.5
1718,Sunny,Heavy Rain,True,4.6000000000000005
1719,Sunny,Moderate Rain,True,4.4
1720,Sunny,No Rain,False,6.799999999999999
1721,Windy,Heavy Rain,True,5.699999999999999
1722,Sunny,Light Rain,True,6.3
1723,Sunny,Heavy Rain,True,4.1
1724,Windy,Heavy Rain,True,3.8000000000000007
1725,Sunny,Heavy Rain,True,2.700000000000001
1726,Sunny,Moderate Rain,True,2.8
1727,Sunny,Light Rain,True,3.3999999999999995
1728,Sunny,No Rain,False,5.299999999999999
1729,Sunny,No Rain,False,6.9
1730,Normal,Light Rain,True,7.1000000000000005
1731,Normal,Light Rain,True,4.9
1732,Normal,Light Rain,True,5.1
1733,Sunny,Moderate Rain,True,3.4000000000000004
1734,Normal,No Rain,False,3.8999999999999986
1735,Normal,Moderate Rain,True,3.4000000000000004
1736,Normal,Moderate Rain,True,7.0
1737,Sunny,Heavy Rain,True,3.8
1738,Sunny,Moderate Rain,True,4.3999999999999995
1739,Sunny,Heavy Rain,True,4.3
1740,Sunny,Heavy Rain,True,2.6999999999999993
1741,Sunny,Moderate Rain,True,2.9000000000000004
1742,Sunny,No Rain,False,6.300000000000001
1743,Sunny,No Rain,False,6.2
1744,Sunny,No Rain,False,5.699999999999999
1745,Sunny,No Rain,False,4.700000000000001
1746,Sunny,No Rain,False,4.6
1747,Sunny,Light Rain,True,5.5
1748,Normal,Moderate Rain,True,3.999999999999999
1749,Normal,Light Rain,True,4.199999999999999
1750,Normal,Moderate Rain,True,5.3
1751,Normal,Moderate Rain,True,2.0
1752,Sunny,Light Rain,True,4.5
1753,Sunny,Light Rain,True,8.2
1754,Normal,Heavy Rain,True,5.0
1755,Normal,Moderate Rain,True,4.8
1756,Sunny,Heavy Rain,True,4.500000000000001
1757,Sunny,No Rain,False,5.000000000000001
1758,Sunny,Light Rain,True,7.699999999999999
1759,Normal,Heavy Rain,True,7.199999999999999
1760,Normal,Light Rain,True,4.7
1761,Sunny,Light Rain,True,4.2
1762,Normal,Light Rain,True,5.2
1763,Sunny,Light Rain,True,3.7
1764,Sunny,Heavy Rain,True,2.8999999999999995
1765,Normal,Light Rain,True,4.000000000000001
1766,Normal,No Rain,False,4.1
1767,Sunny,No Rain,False,6.300000000000001
1768,Normal,No Rain,False,7.499999999999999
1769,Normal,Light Rain,True,3.000000000000001
1770,Sunny,Moderate Rain,True,3.0999999999999996
1771,Normal,Light Rain,True,4.200000000000001
1772,Normal,Moderate Rain,True,2.8
1773,Normal,Light Rain,True,1.299999999999999
1774,Normal,No Rain,False,3.3000000000000007
1775,Sunny,Light Rain,True,3.8000000000000007
1776,Sunny,Light Rain,True,5.1
1777,Normal,No Rain,False,8.4
1778,Sunny,Moderate Rain,True,9.0
1779,Sunny,No Rain,False,6.1
1780,Normal,No Rain,False,8.1
1781,Normal,Light Rain,True,2.9000000000000004
1782,Normal,Moderate Rain,True,3.1999999999999993
1783,Windy,Moderate Rain,True,4.7
1784,Normal,No Rain,False,6.6
1785,Sunny,No Rain,False,3.5
1786,Normal,No Rain,False,4.5
1787,Cold and Rainy,Moderate Rain,True,12.200000000000001
1788,Windy,Moderate Rain,True,2.2
1789,Normal,No Rain,False,1.4000000000000004
1790,Normal,Light Rain,True,2.0
1791,Normal,Light Rain,True,0.8999999999999995
1792,Sunny,Light Rain,True,5.4
1793,Normal,Moderate Rain,True,4.4
1794,Sunny,Light Rain,True,3.5
1795,Normal,No Rain,False,4.6
1796,Normal,Light Rain,True,3.1999999999999997
1797,Normal,Light Rain,True,4.2
1798,Normal,No Rain,False,3.1
1799,Normal,Light Rain,True,9.0
1800,Normal,No Rain,False,1.3999999999999995
1801,Normal,No Rain,False,3.3000000000000007
1802,Normal,Light Rain,True,3.299999999999999
1803,Sunny,No Rain,False,5.7
1804,Normal,No Rain,False,6.699999999999999
1805,Normal,No Rain,False,3.8000000000000003
1806,Normal,Light Rain,True,4.3
1807,Normal,No Rain,False,7.499999999999999
1808,Normal,No Rain,False,4.0
1809,Normal,No Rain,False,2.1
1810,Windy,Heavy Rain,True,3.2
1811,Sunny,Moderate Rain,True,5.800000000000001
1812,Cold and Rainy,Heavy Rain,True,2.2
1813,Normal,Moderate Rain,True,3.7
1814,Sunny,Moderate Rain,True,2.2
1815,Sunny,No Rain,False,4.4
1816,Normal,Light Rain,True,5.1
1817,Sunny,Moderate Rain,True,8.1
1818,Windy,Heavy Rain,True,4.5
1819,Windy,Heavy Rain,True,3.6999999999999993
1820,Cold and Rainy,Heavy Rain,True,5.6
1821,Normal,No Rain,False,4.1
1822,Sunny,No Rain,False,4.2
1823,Cold and Rainy,Heavy Rain,True,9.4
1824,Sunny,Light Rain,True,3.7
1825,Normal,Light Rain,True,10.299999999999999
1826,Normal,Moderate Rain,True,3.3000000000000007
1827,Normal,Light Rain,True,4.7
1828,Cold and Rainy,Heavy Rain,True,6.2
1829,Sunny,Moderate Rain,True,3.0
1830,Normal,Light Rain,True,3.2
1831,Cold and Rainy,Moderate Rain,True,5.2
1832,Cold and Rainy,Heavy Rain,True,2.4
1833,Windy,Light Rain,True,5.999999999999999
1834,Windy,Heavy Rain,True,2.8000000000000007
1835,Cold and Rainy,Heavy Rain,True,7.3
1836,Windy,Heavy Rain,True,8.2
1837,Sunny,Moderate Rain,True,5.199999999999999
1838,Windy,Moderate Rain,True,5.2
1839,Cold and Rainy,Moderate Rain,True,2.0
1840,Sunny,No Rain,False,5.9
1841,Normal,No Rain,False,6.5
1842,Normal,Light Rain,True,5.2
1843,Normal,Light Rain,True,3.9000000000000004
1844,Cold and Rainy,Moderate Rain,True,7.5
1845,Windy,Moderate Rain,True,4.9
1846,Windy,Moderate Rain,True,8.1
1847,Cold and Rainy,Heavy Rain,True,3.8000000000000003
1848,Sunny,No Rain,False,6.1
1849,Normal,No Rain,False,4.2
1850,Sunny,No Rain,False,7.0
1851,Normal,Light Rain,True,2.8
1852,Sunny,Light Rain,True,3.6999999999999997
1853,Sunny,Light Rain,True,3.2
1854,Sunny,No Rain,False,2.3
1855,Sunny,No Rain,False,3.5000000000000004
1856,Sunny,No Rain,False,5.6
1857,Sunny,No Rain,False,7.7
1858,Windy,No Rain,False,3.3000000000000007
1859,Sunny,No Rain,False,5.0
1860,Sunny,No Rain,False,5.0
1861,Normal,No Rain,False,3.4000000000000004
1862,Normal,Light Rain,True,1.5
1863,Sunny,Moderate Rain,True,3.5
1864,Sunny,No Rain,False,4.3
1865,Sunny,Light Rain,True,2.4000000000000004
1866,Normal,Moderate Rain,True,2.3
1867,Windy,Heavy Rain,True,3.0
1868,Sunny,Moderate Rain,True,5.1000000000000005
1869,Cold and Rainy,Moderate Rain,True,3.8
1870,Cold and Rainy,Heavy Rain,True,5.0
1871,Sunny,Light Rain,True,4.7
1872,Sunny,No Rain,False,4.7
1873,Sunny,No Rain,False,5.3
1874,Normal,Light Rain,True,6.8
1875,Sunny,No Rain,False,5.6
1876,Sunny,Light Rain,True,5.3
1877,Sunny,No Rain,False,4.0
1878,Sunny,No Rain,False,5.199999999999999
1879,Sunny,Light Rain,True,4.5
1880,Sunny,Light Rain,True,4.4
1881,Sunny,Light Rain,True,3.9
1882,Sunny,Light Rain,True,3.5
1883,Sunny,Light Rain,True,2.3
1884,Sunny,No Rain,False,5.4
1885,Sunny,No Rain,False,6.0
1886,Normal,Light Rain,True,7.699999999999999
1887,Sunny,Moderate Rain,True,5.4
1888,Sunny,Light Rain,True,5.0
1889,Sunny,Light Rain,True,6.3
1890,Sunny,Light Rain,True,3.5999999999999996
1891,Sunny,Light Rain,True,5.5
1892,Sunny,No Rain,False,7.0
1893,Sunny,No Rain,False,6.699999999999999
1894,Sunny,No Rain,False,8.5
1895,Sunny,Light Rain,True,5.6
1896,Normal,Light Rain,True,4.199999999999999
1897,Sunny,Light Rain,True,5.1
1898,Sunny,No Rain,False,5.300000000000001
1899,Sunny,No Rain,False,5.9
1900,Cold and Rainy,Heavy Rain,True,7.5
1901,Windy,Heavy Rain,True,6.2
1902,Windy,Light Rain,True,2.200000000000001
1903,Windy,Light Rain,True,3.5999999999999996
1904,Normal,Light Rain,True,3.0
1905,Normal,No Rain,False,4.3
1906,Sunny,No Rain,False,9.1
1907,Normal,Light Rain,True,7.4
1908,Normal,Moderate Rain,True,5.7
1909,Sunny,Light Rain,True,4.1
1910,Sunny,Light Rain,True,5.799999999999999
1911,Normal,Light Rain,True,5.9
1912,Normal,No Rain,False,2.5
1913,Normal,Light Rain,True,2.8999999999999995
1914,Cold and Rainy,Heavy Rain,True,0.8999999999999995
1915,Normal,No Rain,False,2.4000000000000004
1916,Normal,Light Rain,True,1.9000000000000004
1917,Sunny,No Rain,False,9.0
1918,Normal,No Rain,False,1.7999999999999998
1919,Sunny,Light Rain,True,7.6
1920,Sunny,Light Rain,True,8.7
1921,Sunny,Light Rain,True,4.9
1922,Cold and Rainy,Moderate Rain,True,5.6
1923,Cold and Rainy,Heavy Rain,True,6.300000000000001
1924,Sunny,Light Rain,True,7.3
1925,Sunny,No Rain,False,4.8
1926,Normal,Moderate Rain,True,7.2
1927,Sunny,No Rain,False,5.999999999999999
1928,Sunny,Light Rain,True,5.5
1929,Sunny,Moderate Rain,True,4.4
1930,Sunny,Light Rain,True,6.1
1931,Normal,Moderate Rain,True,6.7
1932,Sunny,Moderate Rain,True,4.0
1933,Cold and Rainy,Heavy Rain,True,6.1
1934,Cold and Rainy,Moderate Rain,True,6.1
1935,Normal,Heavy Rain,True,4.7
1936,Sunny,No Rain,False,9.100000000000001
1937,Sunny,Light Rain,True,5.299999999999999
1938,Sunny,No Rain,False,12.0
1939,Sunny,No Rain,False,9.1
1940,Sunny,No Rain,False,9.4
1941,Sunny,No Rain,False,10.9
1942,Sunny,No Rain,False,10.4
1943,Sunny,Moderate Rain,True,7.8
1944,Sunny,Moderate Rain,True,4.4
1945,Windy,Moderate Rain,True,5.800000000000001
1946,Sunny,No Rain,False,6.3
1947,Sunny,Light Rain,True,7.3999999999999995
1948,Sunny,Moderate Rain,True,3.9000000000000004
1949,Sunny,Moderate Rain,True,5.699999999999999
1950,Normal,Heavy Rain,True,3.299999999999999
1951,Sunny,No Rain,False,6.199999999999999
1952,Windy,Light Rain,True,4.3999999999999995
1953,Sunny,Light Rain,True,4.9
1954,Sunny,Light Rain,True,6.1000000000000005
1955,Sunny,Light Rain,True,7.1
1956,Sunny,Light Rain,True,6.5
1957,Sunny,Light Rain,True,9.1
1958,Sunny,No Rain,False,10.1
1959,Sunny,No Rain,False,9.399999999999999
1960,Sunny,No Rain,False,10.8
