surr_key_date_weather,Date,Year,Month,Day,Season
2400,27-07-2006,2006,7,27,Summer
2401,28-07-2006,2006,7,28,Summer
2402,29-07-2006,2006,7,29,Summer
2403,30-07-2006,2006,7,30,Summer
2404,31-07-2006,2006,7,31,Summer
2405,01-08-2006,2006,8,1,Winter
2406,02-08-2006,2006,8,2,Winter
2407,03-08-2006,2006,8,3,Spring
2408,04-08-2006,2006,8,4,Spring
2409,05-08-2006,2006,8,5,Spring
2410,06-08-2006,2006,8,6,Summer
2411,07-08-2006,2006,8,7,Summer
2412,08-08-2006,2006,8,8,Summer
2413,09-08-2006,2006,8,9,Autumn
2414,10-08-2006,2006,8,10,Autumn
2415,11-08-2006,2006,8,11,Autumn
2416,12-08-2006,2006,8,12,Winter
2417,13-08-2006,2006,8,13,Summer
2418,14-08-2006,2006,8,14,Summer
2419,15-08-2006,2006,8,15,Summer
2420,16-08-2006,2006,8,16,Summer
2421,17-08-2006,2006,8,17,Summer
2422,18-08-2006,2006,8,18,Summer
2423,19-08-2006,2006,8,19,Summer
2424,20-08-2006,2006,8,20,Summer
2425,21-08-2006,2006,8,21,Summer
2426,22-08-2006,2006,8,22,Summer
2427,23-08-2006,2006,8,23,Summer
2428,24-08-2006,2006,8,24,Summer
2429,25-08-2006,2006,8,25,Summer
2430,26-08-2006,2006,8,26,Summer
2431,27-08-2006,2006,8,27,Summer
2432,28-08-2006,2006,8,28,Summer
2433,29-08-2006,2006,8,29,Summer
2434,30-08-2006,2006,8,30,Summer
2435,31-08-2006,2006,8,31,Summer
2436,01-09-2006,2006,9,1,Winter
2437,02-09-2006,2006,9,2,Winter
2438,03-09-2006,2006,9,3,Spring
2439,04-09-2006,2006,9,4,Spring
2440,05-09-2006,2006,9,5,Spring
2441,06-09-2006,2006,9,6,Summer
2442,07-09-2006,2006,9,7,Summer
2443,08-09-2006,2006,9,8,Summer
2444,09-09-2006,2006,9,9,Autumn
2445,10-09-2006,2006,9,10,Autumn
2446,11-09-2006,2006,9,11,Autumn
2447,12-09-2006,2006,9,12,Winter
2448,13-09-2006,2006,9,13,Autumn
2449,14-09-2006,2006,9,14,Autumn
2450,15-09-2006,2006,9,15,Autumn
2451,16-09-2006,2006,9,16,Autumn
2452,17-09-2006,2006,9,17,Autumn
2453,18-09-2006,2006,9,18,Autumn
2454,19-09-2006,2006,9,19,Autumn
2455,20-09-2006,2006,9,20,Autumn
2456,21-09-2006,2006,9,21,Autumn
2457,22-09-2006,2006,9,22,Autumn
2458,23-09-2006,2006,9,23,Autumn
2459,24-09-2006,2006,9,24,Autumn
2460,25-09-2006,2006,9,25,Autumn
2461,26-09-2006,2006,9,26,Autumn
2462,27-09-2006,2006,9,27,Autumn
2463,28-09-2006,2006,9,28,Autumn
2464,29-09-2006,2006,9,29,Autumn
2465,30-09-2006,2006,9,30,Autumn
2466,01-10-2006,2006,10,1,Winter
2467,02-10-2006,2006,10,2,Winter
2468,03-10-2006,2006,10,3,Spring
2469,04-10-2006,2006,10,4,Spring
2470,05-10-2006,2006,10,5,Spring
2471,06-10-2006,2006,10,6,Summer
2472,07-10-2006,2006,10,7,Summer
2473,08-10-2006,2006,10,8,Summer
2474,09-10-2006,2006,10,9,Autumn
2475,10-10-2006,2006,10,10,Autumn
2476,11-10-2006,2006,10,11,Autumn
2477,12-10-2006,2006,10,12,Winter
2478,13-10-2006,2006,10,13,Autumn
2479,14-10-2006,2006,10,14,Autumn
2480,15-10-2006,2006,10,15,Autumn
2481,16-10-2006,2006,10,16,Autumn
2482,17-10-2006,2006,10,17,Autumn
2483,18-10-2006,2006,10,18,Autumn
2484,19-10-2006,2006,10,19,Autumn
2485,20-10-2006,2006,10,20,Autumn
2486,21-10-2006,2006,10,21,Autumn
2487,22-10-2006,2006,10,22,Autumn
2488,23-10-2006,2006,10,23,Autumn
2489,24-10-2006,2006,10,24,Autumn
2490,25-10-2006,2006,10,25,Autumn
2491,26-10-2006,2006,10,26,Autumn
2492,27-10-2006,2006,10,27,Autumn
2493,28-10-2006,2006,10,28,Autumn
2494,29-10-2006,2006,10,29,Autumn
2495,30-10-2006,2006,10,30,Autumn
2496,31-10-2006,2006,10,31,Autumn
2497,01-11-2006,2006,11,1,Winter
2498,02-11-2006,2006,11,2,Winter
2499,03-11-2006,2006,11,3,Spring
2500,04-11-2006,2006,11,4,Spring
2501,05-11-2006,2006,11,5,Spring
2502,06-11-2006,2006,11,6,Summer
2503,07-11-2006,2006,11,7,Summer
2504,08-11-2006,2006,11,8,Summer
2505,09-11-2006,2006,11,9,Autumn
2506,10-11-2006,2006,11,10,Autumn
2507,11-11-2006,2006,11,11,Autumn
2508,12-11-2006,2006,11,12,Winter
2509,13-11-2006,2006,11,13,Autumn
2510,14-11-2006,2006,11,14,Autumn
2511,15-11-2006,2006,11,15,Autumn
2512,16-11-2006,2006,11,16,Autumn
2513,17-11-2006,2006,11,17,Autumn
2514,18-11-2006,2006,11,18,Autumn
2515,19-11-2006,2006,11,19,Autumn
2516,20-11-2006,2006,11,20,Autumn
2517,21-11-2006,2006,11,21,Autumn
2518,22-11-2006,2006,11,22,Autumn
2519,23-11-2006,2006,11,23,Autumn
2520,24-11-2006,2006,11,24,Autumn
2521,25-11-2006,2006,11,25,Autumn
2522,26-11-2006,2006,11,26,Autumn
2523,27-11-2006,2006,11,27,Autumn
2524,28-11-2006,2006,11,28,Autumn
2525,29-11-2006,2006,11,29,Autumn
2526,30-11-2006,2006,11,30,Autumn
2527,01-12-2006,2006,12,1,Winter
2528,02-12-2006,2006,12,2,Winter
2529,03-12-2006,2006,12,3,Spring
2530,04-12-2006,2006,12,4,Spring
2531,05-12-2006,2006,12,5,Spring
2532,06-12-2006,2006,12,6,Summer
2533,07-12-2006,2006,12,7,Summer
2534,08-12-2006,2006,12,8,Summer
2535,09-12-2006,2006,12,9,Autumn
2536,10-12-2006,2006,12,10,Autumn
2537,11-12-2006,2006,12,11,Autumn
2538,12-12-2006,2006,12,12,Winter
2539,13-12-2006,2006,12,13,Winter
2540,14-12-2006,2006,12,14,Winter
2541,15-12-2006,2006,12,15,Winter
2542,16-12-2006,2006,12,16,Winter
2543,17-12-2006,2006,12,17,Winter
2544,18-12-2006,2006,12,18,Winter
2545,19-12-2006,2006,12,19,Winter
2546,20-12-2006,2006,12,20,Winter
2547,21-12-2006,2006,12,21,Winter
2548,22-12-2006,2006,12,22,Winter
2549,23-12-2006,2006,12,23,Winter
2550,24-12-2006,2006,12,24,Winter
2551,25-12-2006,2006,12,25,Winter
2552,26-12-2006,2006,12,26,Winter
2553,27-12-2006,2006,12,27,Winter
2554,28-12-2006,2006,12,28,Winter
2555,29-12-2006,2006,12,29,Winter
2556,30-12-2006,2006,12,30,Winter
2557,31-12-2006,2006,12,31,Winter
2558,01-01-2007,2007,1,1,Winter
2559,02-01-2007,2007,1,2,Winter
2560,03-01-2007,2007,1,3,Spring
2561,04-01-2007,2007,1,4,Spring
2562,05-01-2007,2007,1,5,Spring
2563,06-01-2007,2007,1,6,Summer
2564,07-01-2007,2007,1,7,Summer
2565,08-01-2007,2007,1,8,Summer
2566,09-01-2007,2007,1,9,Autumn
2567,10-01-2007,2007,1,10,Autumn
2568,11-01-2007,2007,1,11,Autumn
2569,12-01-2007,2007,1,12,Winter
2570,13-01-2007,2007,1,13,Winter
2571,14-01-2007,2007,1,14,Winter
2572,15-01-2007,2007,1,15,Winter
2573,16-01-2007,2007,1,16,Winter
2574,17-01-2007,2007,1,17,Winter
2575,18-01-2007,2007,1,18,Winter
2576,19-01-2007,2007,1,19,Winter
2577,20-01-2007,2007,1,20,Winter
2578,21-01-2007,2007,1,21,Winter
2579,22-01-2007,2007,1,22,Winter
2580,23-01-2007,2007,1,23,Winter
2581,24-01-2007,2007,1,24,Winter
2582,25-01-2007,2007,1,25,Winter
2583,26-01-2007,2007,1,26,Winter
2584,27-01-2007,2007,1,27,Winter
2585,28-01-2007,2007,1,28,Winter
2586,29-01-2007,2007,1,29,Winter
2587,30-01-2007,2007,1,30,Winter
2588,31-01-2007,2007,1,31,Winter
2589,01-02-2007,2007,2,1,Winter
2590,02-02-2007,2007,2,2,Winter
2591,03-02-2007,2007,2,3,Spring
2592,04-02-2007,2007,2,4,Spring
2593,05-02-2007,2007,2,5,Spring
2594,06-02-2007,2007,2,6,Summer
2595,07-02-2007,2007,2,7,Summer
2596,08-02-2007,2007,2,8,Summer
2597,09-02-2007,2007,2,9,Autumn
2598,10-02-2007,2007,2,10,Autumn
2599,11-02-2007,2007,2,11,Autumn
2600,12-02-2007,2007,2,12,Winter
2601,13-02-2007,2007,2,13,Winter
2602,14-02-2007,2007,2,14,Winter
2603,15-02-2007,2007,2,15,Winter
2604,16-02-2007,2007,2,16,Winter
2605,17-02-2007,2007,2,17,Winter
2606,18-02-2007,2007,2,18,Winter
2607,19-02-2007,2007,2,19,Winter
2608,20-02-2007,2007,2,20,Winter
2609,21-02-2007,2007,2,21,Winter
2610,22-02-2007,2007,2,22,Winter
2611,23-02-2007,2007,2,23,Winter
2612,24-02-2007,2007,2,24,Winter
2613,25-02-2007,2007,2,25,Winter
2614,26-02-2007,2007,2,26,Winter
2615,27-02-2007,2007,2,27,Winter
2616,28-02-2007,2007,2,28,Winter
2617,01-03-2007,2007,3,1,Winter
2618,02-03-2007,2007,3,2,Winter
2619,03-03-2007,2007,3,3,Spring
2620,04-03-2007,2007,3,4,Spring
2621,05-03-2007,2007,3,5,Spring
2622,06-03-2007,2007,3,6,Summer
2623,07-03-2007,2007,3,7,Summer
2624,08-03-2007,2007,3,8,Summer
2625,09-03-2007,2007,3,9,Autumn
2626,10-03-2007,2007,3,10,Autumn
2627,11-03-2007,2007,3,11,Autumn
2628,12-03-2007,2007,3,12,Winter
2629,13-03-2007,2007,3,13,Spring
2630,14-03-2007,2007,3,14,Spring
2631,15-03-2007,2007,3,15,Spring
2632,16-03-2007,2007,3,16,Spring
2633,17-03-2007,2007,3,17,Spring
2634,18-03-2007,2007,3,18,Spring
2635,19-03-2007,2007,3,19,Spring
2636,20-03-2007,2007,3,20,Spring
2637,21-03-2007,2007,3,21,Spring
2638,22-03-2007,2007,3,22,Spring
2639,23-03-2007,2007,3,23,Spring
2640,24-03-2007,2007,3,24,Spring
2641,25-03-2007,2007,3,25,Spring
2642,26-03-2007,2007,3,26,Spring
2643,27-03-2007,2007,3,27,Spring
2644,28-03-2007,2007,3,28,Spring
2645,29-03-2007,2007,3,29,Spring
2646,30-03-2007,2007,3,30,Spring
2647,31-03-2007,2007,3,31,Spring
2648,01-04-2007,2007,4,1,Winter
2649,02-04-2007,2007,4,2,Winter
2650,03-04-2007,2007,4,3,Spring
2651,04-04-2007,2007,4,4,Spring
2652,05-04-2007,2007,4,5,Spring
2653,06-04-2007,2007,4,6,Summer
2654,07-04-2007,2007,4,7,Summer
2655,08-04-2007,2007,4,8,Summer
2656,09-04-2007,2007,4,9,Autumn
2657,10-04-2007,2007,4,10,Autumn
2658,11-04-2007,2007,4,11,Autumn
2659,12-04-2007,2007,4,12,Winter
2660,13-04-2007,2007,4,13,Spring
2661,14-04-2007,2007,4,14,Spring
2662,15-04-2007,2007,4,15,Spring
2663,16-04-2007,2007,4,16,Spring
2664,17-04-2007,2007,4,17,Spring
2665,18-04-2007,2007,4,18,Spring
2666,19-04-2007,2007,4,19,Spring
2667,20-04-2007,2007,4,20,Spring
2668,21-04-2007,2007,4,21,Spring
2669,22-04-2007,2007,4,22,Spring
2670,23-04-2007,2007,4,23,Spring
2671,24-04-2007,2007,4,24,Spring
2672,25-04-2007,2007,4,25,Spring
2673,26-04-2007,2007,4,26,Spring
2674,27-04-2007,2007,4,27,Spring
2675,28-04-2007,2007,4,28,Spring
2676,29-04-2007,2007,4,29,Spring
2677,30-04-2007,2007,4,30,Spring
2678,01-05-2007,2007,5,1,Winter
2679,02-05-2007,2007,5,2,Winter
2680,03-05-2007,2007,5,3,Spring
2681,04-05-2007,2007,5,4,Spring
2682,05-05-2007,2007,5,5,Spring
2683,06-05-2007,2007,5,6,Summer
2684,07-05-2007,2007,5,7,Summer
2685,08-05-2007,2007,5,8,Summer
2686,09-05-2007,2007,5,9,Autumn
2687,10-05-2007,2007,5,10,Autumn
2688,11-05-2007,2007,5,11,Autumn
2689,12-05-2007,2007,5,12,Winter
2690,13-05-2007,2007,5,13,Spring
2691,14-05-2007,2007,5,14,Spring
2692,15-05-2007,2007,5,15,Spring
2693,16-05-2007,2007,5,16,Spring
2694,17-05-2007,2007,5,17,Spring
2695,18-05-2007,2007,5,18,Spring
2696,19-05-2007,2007,5,19,Spring
2697,20-05-2007,2007,5,20,Spring
2698,21-05-2007,2007,5,21,Spring
2699,22-05-2007,2007,5,22,Spring
2700,23-05-2007,2007,5,23,Spring
2701,24-05-2007,2007,5,24,Spring
2702,25-05-2007,2007,5,25,Spring
2703,26-05-2007,2007,5,26,Spring
2704,27-05-2007,2007,5,27,Spring
2705,28-05-2007,2007,5,28,Spring
2706,29-05-2007,2007,5,29,Spring
2707,30-05-2007,2007,5,30,Spring
2708,31-05-2007,2007,5,31,Spring
2709,01-06-2007,2007,6,1,Winter
2710,02-06-2007,2007,6,2,Winter
2711,03-06-2007,2007,6,3,Spring
2712,04-06-2007,2007,6,4,Spring
2713,05-06-2007,2007,6,5,Spring
2714,06-06-2007,2007,6,6,Summer
2715,07-06-2007,2007,6,7,Summer
2716,08-06-2007,2007,6,8,Summer
2717,09-06-2007,2007,6,9,Autumn
2718,10-06-2007,2007,6,10,Autumn
2719,11-06-2007,2007,6,11,Autumn
2720,12-06-2007,2007,6,12,Winter
2721,13-06-2007,2007,6,13,Summer
2722,14-06-2007,2007,6,14,Summer
2723,15-06-2007,2007,6,15,Summer
2724,16-06-2007,2007,6,16,Summer
2725,17-06-2007,2007,6,17,Summer
2726,18-06-2007,2007,6,18,Summer
2727,19-06-2007,2007,6,19,Summer
2728,20-06-2007,2007,6,20,Summer
2729,21-06-2007,2007,6,21,Summer
2730,22-06-2007,2007,6,22,Summer
2731,23-06-2007,2007,6,23,Summer
2732,24-06-2007,2007,6,24,Summer
2733,25-06-2007,2007,6,25,Summer
2734,26-06-2007,2007,6,26,Summer
2735,27-06-2007,2007,6,27,Summer
2736,28-06-2007,2007,6,28,Summer
2737,29-06-2007,2007,6,29,Summer
2738,30-06-2007,2007,6,30,Summer
2739,01-07-2007,2007,7,1,Winter
2740,02-07-2007,2007,7,2,Winter
2741,03-07-2007,2007,7,3,Spring
2742,04-07-2007,2007,7,4,Spring
2743,05-07-2007,2007,7,5,Spring
2744,06-07-2007,2007,7,6,Summer
2745,07-07-2007,2007,7,7,Summer
2746,08-07-2007,2007,7,8,Summer
2747,09-07-2007,2007,7,9,Autumn
2748,10-07-2007,2007,7,10,Autumn
2749,11-07-2007,2007,7,11,Autumn
2750,12-07-2007,2007,7,12,Winter
2751,13-07-2007,2007,7,13,Summer
2752,14-07-2007,2007,7,14,Summer
2753,15-07-2007,2007,7,15,Summer
2754,16-07-2007,2007,7,16,Summer
2755,17-07-2007,2007,7,17,Summer
2756,18-07-2007,2007,7,18,Summer
2757,19-07-2007,2007,7,19,Summer
2758,20-07-2007,2007,7,20,Summer
2759,21-07-2007,2007,7,21,Summer
2760,22-07-2007,2007,7,22,Summer
2761,23-07-2007,2007,7,23,Summer
2762,24-07-2007,2007,7,24,Summer
2763,25-07-2007,2007,7,25,Summer
2764,26-07-2007,2007,7,26,Summer
2765,27-07-2007,2007,7,27,Summer
2766,28-07-2007,2007,7,28,Summer
2767,29-07-2007,2007,7,29,Summer
2768,30-07-2007,2007,7,30,Summer
2769,31-07-2007,2007,7,31,Summer
2770,01-08-2007,2007,8,1,Winter
2771,02-08-2007,2007,8,2,Winter
2772,03-08-2007,2007,8,3,Spring
2773,04-08-2007,2007,8,4,Spring
2774,05-08-2007,2007,8,5,Spring
2775,06-08-2007,2007,8,6,Summer
2776,07-08-2007,2007,8,7,Summer
2777,08-08-2007,2007,8,8,Summer
2778,09-08-2007,2007,8,9,Autumn
2779,10-08-2007,2007,8,10,Autumn
2780,11-08-2007,2007,8,11,Autumn
2781,12-08-2007,2007,8,12,Winter
2782,13-08-2007,2007,8,13,Summer
2783,14-08-2007,2007,8,14,Summer
2784,15-08-2007,2007,8,15,Summer
2785,16-08-2007,2007,8,16,Summer
2786,17-08-2007,2007,8,17,Summer
2787,18-08-2007,2007,8,18,Summer
2788,19-08-2007,2007,8,19,Summer
2789,20-08-2007,2007,8,20,Summer
2790,21-08-2007,2007,8,21,Summer
2791,22-08-2007,2007,8,22,Summer
2792,23-08-2007,2007,8,23,Summer
2793,24-08-2007,2007,8,24,Summer
2794,25-08-2007,2007,8,25,Summer
2795,26-08-2007,2007,8,26,Summer
2796,27-08-2007,2007,8,27,Summer
2797,28-08-2007,2007,8,28,Summer
2798,29-08-2007,2007,8,29,Summer
2799,30-08-2007,2007,8,30,Summer
2800,31-08-2007,2007,8,31,Summer
2801,01-09-2007,2007,9,1,Winter
2802,02-09-2007,2007,9,2,Winter
2803,03-09-2007,2007,9,3,Spring
2804,04-09-2007,2007,9,4,Spring
2805,05-09-2007,2007,9,5,Spring
2806,06-09-2007,2007,9,6,Summer
2807,07-09-2007,2007,9,7,Summer
2808,08-09-2007,2007,9,8,Summer
2809,09-09-2007,2007,9,9,Autumn
2810,10-09-2007,2007,9,10,Autumn
2811,11-09-2007,2007,9,11,Autumn
2812,12-09-2007,2007,9,12,Winter
2813,13-09-2007,2007,9,13,Autumn
2814,14-09-2007,2007,9,14,Autumn
2815,15-09-2007,2007,9,15,Autumn
2816,16-09-2007,2007,9,16,Autumn
2817,17-09-2007,2007,9,17,Autumn
2818,18-09-2007,2007,9,18,Autumn
2819,19-09-2007,2007,9,19,Autumn
2820,20-09-2007,2007,9,20,Autumn
2821,21-09-2007,2007,9,21,Autumn
2822,22-09-2007,2007,9,22,Autumn
2823,23-09-2007,2007,9,23,Autumn
2824,24-09-2007,2007,9,24,Autumn
2825,25-09-2007,2007,9,25,Autumn
2826,26-09-2007,2007,9,26,Autumn
2827,27-09-2007,2007,9,27,Autumn
2828,28-09-2007,2007,9,28,Autumn
2829,29-09-2007,2007,9,29,Autumn
2830,30-09-2007,2007,9,30,Autumn
2831,01-10-2007,2007,10,1,Winter
2832,02-10-2007,2007,10,2,Winter
2833,03-10-2007,2007,10,3,Spring
2834,04-10-2007,2007,10,4,Spring
2835,05-10-2007,2007,10,5,Spring
2836,06-10-2007,2007,10,6,Summer
2837,07-10-2007,2007,10,7,Summer
2838,08-10-2007,2007,10,8,Summer
2839,09-10-2007,2007,10,9,Autumn
2840,10-10-2007,2007,10,10,Autumn
2841,11-10-2007,2007,10,11,Autumn
2842,12-10-2007,2007,10,12,Winter
2843,13-10-2007,2007,10,13,Autumn
2844,14-10-2007,2007,10,14,Autumn
2845,15-10-2007,2007,10,15,Autumn
2846,16-10-2007,2007,10,16,Autumn
2847,17-10-2007,2007,10,17,Autumn
2848,18-10-2007,2007,10,18,Autumn
2849,19-10-2007,2007,10,19,Autumn
2850,20-10-2007,2007,10,20,Autumn
2851,21-10-2007,2007,10,21,Autumn
2852,22-10-2007,2007,10,22,Autumn
2853,23-10-2007,2007,10,23,Autumn
2854,24-10-2007,2007,10,24,Autumn
2855,25-10-2007,2007,10,25,Autumn
2856,26-10-2007,2007,10,26,Autumn
2857,27-10-2007,2007,10,27,Autumn
2858,28-10-2007,2007,10,28,Autumn
2859,29-10-2007,2007,10,29,Autumn
2860,30-10-2007,2007,10,30,Autumn
2861,31-10-2007,2007,10,31,Autumn
2862,01-11-2007,2007,11,1,Winter
2863,02-11-2007,2007,11,2,Winter
2864,03-11-2007,2007,11,3,Spring
2865,04-11-2007,2007,11,4,Spring
2866,05-11-2007,2007,11,5,Spring
2867,06-11-2007,2007,11,6,Summer
2868,07-11-2007,2007,11,7,Summer
2869,08-11-2007,2007,11,8,Summer
2870,09-11-2007,2007,11,9,Autumn
2871,10-11-2007,2007,11,10,Autumn
2872,11-11-2007,2007,11,11,Autumn
2873,12-11-2007,2007,11,12,Winter
2874,13-11-2007,2007,11,13,Autumn
2875,14-11-2007,2007,11,14,Autumn
2876,15-11-2007,2007,11,15,Autumn
2877,16-11-2007,2007,11,16,Autumn
2878,17-11-2007,2007,11,17,Autumn
2879,18-11-2007,2007,11,18,Autumn
2880,19-11-2007,2007,11,19,Autumn
2881,20-11-2007,2007,11,20,Autumn
2882,21-11-2007,2007,11,21,Autumn
2883,22-11-2007,2007,11,22,Autumn
2884,23-11-2007,2007,11,23,Autumn
2885,24-11-2007,2007,11,24,Autumn
2886,25-11-2007,2007,11,25,Autumn
2887,26-11-2007,2007,11,26,Autumn
2888,27-11-2007,2007,11,27,Autumn
2889,28-11-2007,2007,11,28,Autumn
2890,29-11-2007,2007,11,29,Autumn
2891,30-11-2007,2007,11,30,Autumn
2892,01-12-2007,2007,12,1,Winter
2893,02-12-2007,2007,12,2,Winter
2894,03-12-2007,2007,12,3,Spring
2895,04-12-2007,2007,12,4,Spring
2896,05-12-2007,2007,12,5,Spring
2897,06-12-2007,2007,12,6,Summer
2898,07-12-2007,2007,12,7,Summer
2899,08-12-2007,2007,12,8,Summer
2900,09-12-2007,2007,12,9,Autumn
2901,10-12-2007,2007,12,10,Autumn
2902,11-12-2007,2007,12,11,Autumn
2903,12-12-2007,2007,12,12,Winter
2904,13-12-2007,2007,12,13,Winter
2905,14-12-2007,2007,12,14,Winter
2906,15-12-2007,2007,12,15,Winter
2907,16-12-2007,2007,12,16,Winter
2908,17-12-2007,2007,12,17,Winter
2909,18-12-2007,2007,12,18,Winter
2910,19-12-2007,2007,12,19,Winter
2911,20-12-2007,2007,12,20,Winter
2912,21-12-2007,2007,12,21,Winter
2913,22-12-2007,2007,12,22,Winter
2914,23-12-2007,2007,12,23,Winter
2915,24-12-2007,2007,12,24,Winter
2916,25-12-2007,2007,12,25,Winter
2917,26-12-2007,2007,12,26,Winter
2918,27-12-2007,2007,12,27,Winter
2919,28-12-2007,2007,12,28,Winter
2920,29-12-2007,2007,12,29,Winter
2921,30-12-2007,2007,12,30,Winter
2922,31-12-2007,2007,12,31,Winter
2923,01-01-2008,2008,1,1,Winter
2924,02-01-2008,2008,1,2,Winter
2925,03-01-2008,2008,1,3,Spring
2926,04-01-2008,2008,1,4,Spring
2927,05-01-2008,2008,1,5,Spring
2928,06-01-2008,2008,1,6,Summer
2929,07-01-2008,2008,1,7,Summer
2930,08-01-2008,2008,1,8,Summer
2931,09-01-2008,2008,1,9,Autumn
2932,10-01-2008,2008,1,10,Autumn
2933,11-01-2008,2008,1,11,Autumn
2934,12-01-2008,2008,1,12,Winter
2935,13-01-2008,2008,1,13,Winter
2936,14-01-2008,2008,1,14,Winter
2937,15-01-2008,2008,1,15,Winter
2938,16-01-2008,2008,1,16,Winter
2939,17-01-2008,2008,1,17,Winter
2940,18-01-2008,2008,1,18,Winter
2941,19-01-2008,2008,1,19,Winter
2942,20-01-2008,2008,1,20,Winter
2943,21-01-2008,2008,1,21,Winter
2944,22-01-2008,2008,1,22,Winter
2945,23-01-2008,2008,1,23,Winter
2946,24-01-2008,2008,1,24,Winter
2947,25-01-2008,2008,1,25,Winter
2948,26-01-2008,2008,1,26,Winter
2949,27-01-2008,2008,1,27,Winter
2950,28-01-2008,2008,1,28,Winter
2951,29-01-2008,2008,1,29,Winter
2952,30-01-2008,2008,1,30,Winter
2953,31-01-2008,2008,1,31,Winter
2954,01-02-2008,2008,2,1,Winter
2955,02-02-2008,2008,2,2,Winter
2956,03-02-2008,2008,2,3,Spring
2957,04-02-2008,2008,2,4,Spring
2958,05-02-2008,2008,2,5,Spring
2959,06-02-2008,2008,2,6,Summer
2960,07-02-2008,2008,2,7,Summer
2961,08-02-2008,2008,2,8,Summer
2962,09-02-2008,2008,2,9,Autumn
2963,10-02-2008,2008,2,10,Autumn
2964,11-02-2008,2008,2,11,Autumn
2965,12-02-2008,2008,2,12,Winter
2966,13-02-2008,2008,2,13,Winter
2967,14-02-2008,2008,2,14,Winter
2968,15-02-2008,2008,2,15,Winter
2969,16-02-2008,2008,2,16,Winter
2970,17-02-2008,2008,2,17,Winter
2971,18-02-2008,2008,2,18,Winter
2972,19-02-2008,2008,2,19,Winter
2973,20-02-2008,2008,2,20,Winter
2974,21-02-2008,2008,2,21,Winter
2975,22-02-2008,2008,2,22,Winter
2976,23-02-2008,2008,2,23,Winter
2977,24-02-2008,2008,2,24,Winter
2978,25-02-2008,2008,2,25,Winter
2979,26-02-2008,2008,2,26,Winter
2980,27-02-2008,2008,2,27,Winter
2981,28-02-2008,2008,2,28,Winter
2982,29-02-2008,2008,2,29,Winter
2983,01-03-2008,2008,3,1,Winter
2984,02-03-2008,2008,3,2,Winter
2985,03-03-2008,2008,3,3,Spring
2986,04-03-2008,2008,3,4,Spring
2987,05-03-2008,2008,3,5,Spring
2988,06-03-2008,2008,3,6,Summer
2989,07-03-2008,2008,3,7,Summer
2990,08-03-2008,2008,3,8,Summer
2991,09-03-2008,2008,3,9,Autumn
2992,10-03-2008,2008,3,10,Autumn
2993,11-03-2008,2008,3,11,Autumn
2994,12-03-2008,2008,3,12,Winter
2995,13-03-2008,2008,3,13,Spring
2996,14-03-2008,2008,3,14,Spring
2997,15-03-2008,2008,3,15,Spring
2998,16-03-2008,2008,3,16,Spring
2999,17-03-2008,2008,3,17,Spring
3000,18-03-2008,2008,3,18,Spring
3001,19-03-2008,2008,3,19,Spring
3002,20-03-2008,2008,3,20,Spring
3003,21-03-2008,2008,3,21,Spring
3004,22-03-2008,2008,3,22,Spring
3005,23-03-2008,2008,3,23,Spring
3006,24-03-2008,2008,3,24,Spring
3007,25-03-2008,2008,3,25,Spring
3008,26-03-2008,2008,3,26,Spring
3009,27-03-2008,2008,3,27,Spring
3010,28-03-2008,2008,3,28,Spring
3011,29-03-2008,2008,3,29,Spring
3012,30-03-2008,2008,3,30,Spring
3013,31-03-2008,2008,3,31,Spring
3014,01-04-2008,2008,4,1,Winter
3015,02-04-2008,2008,4,2,Winter
3016,03-04-2008,2008,4,3,Spring
3017,04-04-2008,2008,4,4,Spring
3018,05-04-2008,2008,4,5,Spring
3019,06-04-2008,2008,4,6,Summer
3020,07-04-2008,2008,4,7,Summer
3021,08-04-2008,2008,4,8,Summer
3022,09-04-2008,2008,4,9,Autumn
3023,10-04-2008,2008,4,10,Autumn
3024,11-04-2008,2008,4,11,Autumn
3025,12-04-2008,2008,4,12,Winter
3026,13-04-2008,2008,4,13,Spring
3027,14-04-2008,2008,4,14,Spring
3028,15-04-2008,2008,4,15,Spring
3029,16-04-2008,2008,4,16,Spring
3030,17-04-2008,2008,4,17,Spring
3031,18-04-2008,2008,4,18,Spring
3032,19-04-2008,2008,4,19,Spring
3033,20-04-2008,2008,4,20,Spring
3034,21-04-2008,2008,4,21,Spring
3035,22-04-2008,2008,4,22,Spring
3036,23-04-2008,2008,4,23,Spring
3037,24-04-2008,2008,4,24,Spring
3038,25-04-2008,2008,4,25,Spring
3039,26-04-2008,2008,4,26,Spring
3040,27-04-2008,2008,4,27,Spring
3041,28-04-2008,2008,4,28,Spring
3042,29-04-2008,2008,4,29,Spring
3043,30-04-2008,2008,4,30,Spring
3044,01-05-2008,2008,5,1,Winter
3045,02-05-2008,2008,5,2,Winter
3046,03-05-2008,2008,5,3,Spring
3047,04-05-2008,2008,5,4,Spring
3048,05-05-2008,2008,5,5,Spring
3049,06-05-2008,2008,5,6,Summer
3050,07-05-2008,2008,5,7,Summer
3051,08-05-2008,2008,5,8,Summer
3052,09-05-2008,2008,5,9,Autumn
3053,10-05-2008,2008,5,10,Autumn
3054,11-05-2008,2008,5,11,Autumn
3055,12-05-2008,2008,5,12,Winter
3056,13-05-2008,2008,5,13,Spring
